income,race,sex
20800,A/P,Male
40000,W,Male
52000,W,Male
66000,W,Female
28000,B/AA,Female
30000,B/AA,Female
88000,W,Female
61000,W,Male
38000,W,Female
32000,Multi,Female
140000,W,Female
28800,B/AA,Female
34200,B/AA,Male
83000,W,Male
50000,W,Female
96700,B/AA,Male
27000,W,Male
92000,W,Male
120000,W,Male
23100,B/AA,Male
56000,W,Male
106050,W,Female
12200,W,Female
5000,W,Female
52000,W,Female
72000,W,Male
227100,W,Male
80000,W,Female
58000,W,Female
410,W,Female
70000,B/AA,Female
65000,W,Female
320000,A/P,Female
3000,W,Male
15000,W,Female
74000,B/AA,Male
106000,W,Male
109000,W,Male
150050,W,Female
70000,W,Male
24000,B/AA,Female
21000,B/AA,Female
97000,W,Male
40000,W,Male
65000,W,Male
5000,W,Female
14400,B/AA,Female
12000,B/AA,Male
3200,W,Male
52000,W,Female
70000,W,Male
15000,W,Female
50000,W,Male
40000,W,Male
47000,W,Male
16000,B/AA,Male
24000,W,Male
40000,W,Female
31500,W,Male
70000,W,Female
26400,W,Female
18000,W,Male
7000,W,Male
21000,W,Female
24000,B/AA,Male
1200,A/P,Female
30000,W,Male
46000,W,Male
50000,W,Male
85000,W,Male
100000,W,Female
20000,W,Female
55000,W,Female
46000,W,Male
65000,W,Male
66000,W,Male
10000,W,Female
34000,W,Female
50000,B/AA,Male
39000,W,Male
24000,W,Female
37000,W,Female
31500,W,Female
70000,W,Female
75000,W,Female
52000,W,Female
45000,A/P,Male
200000,W,Female
67000,W,Male
110000,A/P,Male
20000,W,Male
39000,W,Male
19300,W,Male
150000,W,Male
180000,B/AA,Female
45000,B/AA,Male
50000,W,Female
65000,B/AA,Male
70000,W,Male
35000,W,Female
28000,W,Male
67000,W,Male
62000,W,Male
35000,W,Male
90000,A/P,Male
190500,W,Male
13000,A/P,Female
33000,W,Male
150000,Multi,Male
35000,W,Male
39400,W,Female
45000,W,Female
30000,B/AA,Female
52000,W,Female
4200,W,Male
170500,W,Male
58000,W,Female
26400,W,Male
150000,W,Male
49000,W,Female
600,W,Female
60000,W,Male
52000,W,Female
501200,W,Male
40000,B/AA,Female
26000,W,Male
55000,W,Male
7400,B/AA,Female
14000,W,Male
42000,Native Am.,Female
80000,W,Female
100000,W,Female
53000,B/AA,Male
74000,W,Male
29400,B/AA,Male
10000,W,Female
32000,W,Female
17000,W,Female
839300,W,Male
92100,W,Male
47900,W,Male
25000,W,Male
25000,B/AA,Male
90000,W,Male
55000,W,Male
14480,W,Female
112000,W,Female
75000,W,Male
32000,W,Female
30000,W,Male
33100,W,Male
94000,W,Female
25000,W,Female
7850,W,Male
30000,W,Male
109000,B/AA,Female
8700,W,Female
23000,B/AA,Male
20000,Multi,Female
10000,W,Female
10000,W,Male
36000,W,Male
62000,Multi,Male
14400,W,Female
50000,W,Male
20000,W,Female
40000,B/AA,Male
43000,W,Male
13000,B/AA,Female
36000,W,Female
17400,W,Female
45000,W,Male
60000,B/AA,Female
30000,W,Female
40000,W,Female
60000,W,Female
60000,W,Male
36410,W,Female
12000,B/AA,Female
75000,W,Female
27400,W,Male
72000,W,Female
6000,B/AA,Male
73620,W,Male
70000,W,Female
33000,B/AA,Male
20000,W,Female
41300,W,Male
36000,W,Male
80000,W,Male
18000,W,Female
34200,W,Female
80000,W,Male
16600,W,Female
90000,W,Female
34000,W,Male
40600,Native Am.,Female
36500,W,Male
80000,W,Male
36000,W,Male
25000,W,Male
16000,W,Male
66000,W,Male
93000,W,Female
119000,W,Male
10200,B/AA,Female
60100,W,Male
19000,W,Male
17000,W,Female
2000,B/AA,Female
20000,B/AA,Male
36000,B/AA,Male
115000,W,Male
34000,W,Male
17000,B/AA,Male
45900,W,Female
29000,W,Male
100000,W,Male
15000,W,Female
50000,Multi,Male
82000,W,Female
32000,W,Male
99000,W,Male
21800,W,Female
117000,W,Male
30000,B/AA,Female
10300,W,Male
58000,W,Female
37800,W,Male
35000,W,Female
22200,B/AA,Female
24000,W,Male
12000,Multi,Male
73000,B/AA,Female
70000,Multi,Male
95000,W,Female
8000,A/P,Male
45000,Multi,Male
250000,W,Female
47000,W,Female
55000,W,Female
28600,B/AA,Female
20500,W,Female
10000,W,Female
100000,W,Male
6000,W,Female
10000,W,Male
35000,B/AA,Male
42000,W,Male
70000,W,Male
40000,W,Female
35000,W,Male
30000,W,Male
30000,W,Male
5400,W,Female
31200,W,Female
100000,W,Male
30000,W,Male
38800,B/AA,Male
15000,B/AA,Female
12100,W,Male
103000,W,Male
20800,W,Male
75200,W,Female
40000,W,Male
13000,W,Female
42000,W,Male
35000,W,Female
32000,B/AA,Male
26000,W,Male
27600,W,Male
75000,W,Male
5000,W,Male
24000,W,Male
15000,A/P,Female
61600,W,Male
50000,W,Male
62700,B/AA,Female
40000,W,Male
26000,W,Female
225000,W,Male
20000,B/AA,Female
20000,W,Male
13000,W,Female
16000,W,Female
18000,B/AA,Female
45000,W,Male
3000,B/AA,Female
9600,W,Female
40000,B/AA,Female
28800,W,Female
23800,B/AA,Female
75000,W,Male
145000,W,Female
40000,W,Female
11000,W,Female
46000,B/AA,Female
15000,W,Female
85000,W,Male
98000,B/AA,Male
145000,W,Male
50000,W,Male
26000,W,Female
32000,W,Female
52000,Native Am.,Male
10000,W,Female
35000,W,Female
16600,W,Female
39000,B/AA,Male
37600,W,Male
10400,W,Female
50000,W,Male
28800,W,Female
30000,W,Female
38000,B/AA,Male
29100,B/AA,Female
25000,W,Male
64000,B/AA,Female
49200,A/P,Female
40000,W,Male
59000,W,Male
33000,A/P,Female
20000,W,Male
24000,W,Female
122000,W,Female
19000,B/AA,Female
13300,B/AA,Female
24000,W,Female
99000,W,Male
215000,W,Male
20000,W,Male
23000,W,Female
9000,W,Female
115000,W,Male
144000,W,Female
50000,B/AA,Male
52000,W,Female
34300,W,Male
100000,W,Male
100000,W,Female
50000,W,Male
24000,B/AA,Male
15000,W,Male
51000,W,Male
15000,W,Male
28000,W,Female
40000,W,Female
45000,W,Female
52000,W,Male
13000,W,Male
800,W,Female
30000,W,Female
32000,W,Male
140000,W,Male
45000,B/AA,Male
38010,W,Male
10000,W,Male
100000,W,Female
60000,W,Male
32000,W,Female
72000,W,Male
35000,W,Male
27000,W,Female
55000,W,Male
10000,W,Male
170000,Multi,Male
72000,W,Female
142000,W,Male
133300,W,Female
40000,A/P,Male
157000,W,Female
40000,B/AA,Female
25000,B/AA,Female
18000,W,Male
19000,W,Male
202700,W,Male
120000,A/P,Male
21000,W,Male
8000,W,Male
2700,W,Male
5400,W,Female
38220,W,Male
54000,W,Male
50000,W,Male
27000,W,Female
50000,W,Female
28000,W,Male
20000,W,Female
54000,W,Male
10700,W,Male
20000,A/P,Male
45000,W,Female
35000,W,Male
82000,W,Female
60000,W,Female
49000,W,Male
12400,W,Male
47800,W,Female
48000,B/AA,Male
30000,W,Female
25000,W,Male
10500,W,Male
35000,W,Female
800,W,Female
34000,W,Male
12000,A/P,Male
40000,W,Male
10000,B/AA,Female
55000,W,Male
19200,W,Female
19200,B/AA,Female
43000,W,Female
3900,B/AA,Female
100000,W,Male
8500,A/P,Female
4000,W,Female
35000,W,Female
15000,B/AA,Male
30500,W,Female
21500,W,Male
120000,W,Female
4500,W,Female
154600,W,Female
25000,W,Male
67100,W,Female
11000,W,Female
50000,W,Male
35000,A/P,Female
46000,W,Male
65000,W,Female
140000,W,Female
34100,W,Male
32000,W,Male
56000,W,Male
7700,W,Female
80000,W,Male
37000,W,Female
115000,W,Female
120000,W,Male
12000,B/AA,Female
80000,W,Male
22200,W,Female
40000,B/AA,Female
47700,W,Male
34700,W,Female
65000,W,Female
35000,W,Female
7850,B/AA,Female
32500,W,Male
106000,W,Female
23300,W,Female
63000,B/AA,Female
48000,W,Male
130000,B/AA,Male
4190,W,Female
95940,W,Male
38000,W,Female
20000,B/AA,Male
23000,W,Male
50000,W,Male
8400,W,Female
125000,W,Male
120000,W,Male
208000,W,Male
70000,W,Male
60000,W,Male
32000,B/AA,Female
24000,W,Male
15000,W,Female
40000,W,Female
29100,W,Male
31800,W,Female
22000,W,Male
20000,A/P,Female
36000,W,Female
75000,W,Female
63000,W,Male
50000,W,Male
30000,B/AA,Male
56600,B/AA,Female
30000,W,Female
129000,W,Male
36000,W,Female
30000,W,Male
61000,W,Male
22000,B/AA,Female
16150,B/AA,Male
56000,W,Male
13000,Multi,Female
20000,W,Male
80000,Multi,Male
17000,W,Female
23000,W,Female
160000,W,Female
28000,W,Female
65000,W,Female
48000,W,Male
35000,A/P,Male
176000,W,Male
20000,W,Female
5000,W,Male
93400,W,Male
23000,W,Male
26200,W,Male
50000,W,Male
250000,W,Male
40000,B/AA,Male
20000,B/AA,Female
22900,W,Male
8000,W,Female
50000,W,Male
100000,A/P,Female
56000,W,Male
30000,W,Female
46900,B/AA,Female
34000,B/AA,Male
40400,W,Female
20000,W,Female
29100,W,Male
17800,A/P,Female
48600,W,Male
50000,A/P,Female
20800,W,Female
43000,Multi,Male
59800,W,Female
40000,W,Female
62800,W,Female
39400,W,Male
4800,B/AA,Female
20000,W,Female
20000,W,Female
67000,W,Male
50000,W,Female
100000,W,Male
14000,W,Female
180000,W,Male
50000,W,Male
24000,W,Female
35000,W,Female
30000,W,Male
63000,W,Male
60000,W,Male
19000,W,Female
10400,B/AA,Female
32000,W,Female
40000,W,Female
50000,W,Male
50000,W,Female
22100,W,Male
30000,W,Female
111000,W,Female
36000,W,Female
120000,W,Female
64000,B/AA,Male
90000,W,Female
20400,W,Female
70000,W,Male
75000,W,Male
14400,B/AA,Male
16000,W,Female
31200,W,Female
32000,W,Female
50000,A/P,Male
15000,W,Male
93000,W,Female
24000,B/AA,Male
120000,W,Female
52000,W,Female
12000,B/AA,Female
71000,B/AA,Female
474000,W,Male
18300,W,Male
37500,W,Female
66000,B/AA,Male
92000,W,Male
74000,W,Female
47000,W,Female
22700,W,Female
50000,B/AA,Male
93000,W,Male
10000,W,Female
20000,W,Female
35000,B/AA,Female
60000,W,Male
100000,W,Female
103000,W,Female
42000,W,Male
77000,B/AA,Female
27000,W,Female
50000,W,Female
90000,W,Female
25000,W,Female
80000,W,Male
75000,W,Male
45000,W,Female
24000,B/AA,Male
20000,W,Female
471000,W,Female
40000,W,Female
33000,B/AA,Male
20000,W,Female
110000,W,Female
70000,B/AA,Male
28200,Native Am.,Male
85000,W,Male
85200,W,Male
42000,W,Male
25000,W,Male
89000,W,Male
7200,W,Female
48000,W,Male
74000,B/AA,Female
42000,W,Male
6700,W,Male
19000,W,Female
5000,W,Female
700,W,Female
39000,B/AA,Male
85000,W,Female
60000,W,Female
50000,W,Female
27830,W,Female
18000,W,Male
12000,B/AA,Female
26000,W,Female
35000,B/AA,Female
38900,W,Female
74000,W,Male
65000,B/AA,Female
26000,W,Male
48000,W,Female
150000,W,Male
55000,B/AA,Male
80000,W,Male
197000,W,Male
68000,W,Female
22000,W,Male
30000,W,Female
55000,W,Female
80020,W,Female
40000,W,Female
33000,W,Female
26600,B/AA,Male
38050,B/AA,Female
22900,B/AA,Male
17400,B/AA,Female
39000,W,Female
32000,W,Female
50000,W,Male
13400,B/AA,Female
49000,B/AA,Female
80000,W,Male
25000,B/AA,Female
26000,B/AA,Male
15600,W,Female
30000,W,Female
50000,B/AA,Female
13000,W,Male
55020,W,Male
65000,W,Male
20000,W,Female
35000,W,Female
32000,W,Male
2000,B/AA,Female
165140,B/AA,Female
12000,A/P,Male
6000,B/AA,Female
28000,W,Female
33000,W,Male
86000,W,Male
35000,W,Female
60000,B/AA,Female
17300,B/AA,Female
59000,W,Female
34000,W,Female
30000,W,Female
75000,B/AA,Male
35000,B/AA,Female
80900,W,Female
147000,B/AA,Male
38000,W,Male
55000,A/P,Female
39000,W,Female
30000,B/AA,Female
130000,A/P,Male
471000,A/P,Male
30000,W,Male
58000,W,Female
25000,W,Female
50000,W,Female
20000,W,Female
33200,W,Male
25000,W,Female
23000,W,Female
24500,W,Male
50000,W,Male
22000,A/P,Male
53000,B/AA,Male
40000,W,Female
56000,W,Male
17000,B/AA,Male
62000,A/P,Female
73300,W,Male
15000,W,Male
8000,Multi,Male
16000,Multi,Female
15000,A/P,Male
35000,W,Female
30500,B/AA,Female
265000,W,Male
47000,W,Male
81000,B/AA,Female
5500,B/AA,Female
86000,W,Female
36000,W,Female
24000,B/AA,Female
40000,W,Female
1700,B/AA,Male
25000,W,Male
15000,W,Male
45000,B/AA,Male
9600,B/AA,Male
52000,W,Male
35000,W,Male
40000,W,Female
35000,W,Female
44600,W,Male
34300,W,Male
20000,W,Male
30700,W,Male
221000,A/P,Female
64000,B/AA,Female
70020,W,Female
160200,Multi,Male
48500,W,Female
39800,W,Female
50000,W,Female
115000,A/P,Male
20100,B/AA,Female
115000,W,Male
104000,B/AA,Male
3900,W,Male
25000,W,Male
83000,W,Male
90000,W,Male
80000,W,Male
29500,W,Male
70000,W,Male
9300,W,Female
23000,B/AA,Male
30000,W,Female
24000,W,Male
71400,W,Male
30000,W,Male
185000,W,Female
82000,W,Female
58000,B/AA,Female
172000,W,Female
71000,B/AA,Female
78000,W,Male
51000,W,Female
23000,W,Male
65000,W,Male
38000,B/AA,Male
11000,B/AA,Male
60000,W,Male
68000,B/AA,Female
75000,W,Male
626000,W,Male
175000,Multi,Female
496000,W,Male
18500,W,Female
60000,W,Female
31000,W,Male
125000,W,Male
87000,B/AA,Female
30000,W,Female
60000,Multi,Male
60000,W,Female
12000,B/AA,Male
28000,B/AA,Female
15000,W,Male
62000,W,Female
58000,W,Female
16300,B/AA,Male
11800,B/AA,Male
23100,W,Female
50000,Native Am.,Male
52000,W,Male
27000,B/AA,Female
22000,B/AA,Male
72000,W,Female
6000,W,Female
35000,B/AA,Male
13000,B/AA,Female
15200,B/AA,Female
30000,W,Female
18000,W,Male
25000,B/AA,Male
31200,W,Female
72000,W,Male
40000,B/AA,Male
37400,W,Female
50000,W,Female
56000,W,Female
31200,W,Female
471000,W,Male
50000,B/AA,Female
130000,W,Male
471000,W,Male
28000,W,Female
39000,B/AA,Female
145000,W,Female
50000,W,Female
20000,W,Male
35000,W,Male
35000,B/AA,Male
20000,W,Female
15000,W,Male
138000,W,Male
150000,W,Male
471000,W,Male
50000,W,Male
144000,W,Male
36000,W,Female
30000,A/P,Male
55000,W,Female
21600,B/AA,Male
69000,B/AA,Female
17500,A/P,Male
112500,A/P,Female
45600,A/P,Male
35000,A/P,Male
110000,A/P,Female
65000,Multi,Male
45000,A/P,Female
14800,A/P,Female
66000,A/P,Female
98000,Multi,Male
55000,Multi,Male
84400,A/P,Male
14500,A/P,Female
50000,Multi,Female
50000,A/P,Female
210000,W,Female
4700,A/P,Male
50000,Multi,Male
64000,A/P,Female
100000,W,Female
12000,Native Am.,Female
114000,Multi,Female
90000,A/P,Female
17000,W,Male
51000,A/P,Female
100000,Multi,Female
45000,Multi,Female
30000,A/P,Female
170000,W,Male
60000,W,Female
19000,A/P,Female
56000,Native Am.,Female
150000,Multi,Male
45000,A/P,Female
9500,A/P,Female
118000,W,Male
17500,W,Female
403000,Multi,Male
190000,A/P,Male
3000,A/P,Female
68000,A/P,Female
67000,W,Male
70000,W,Male
48000,W,Female
67000,W,Female
45000,W,Male
19000,W,Female
40900,W,Male
37300,Multi,Female
61000,W,Female
80000,W,Female
12000,W,Female
13100,W,Male
31000,W,Female
8500,W,Female
32000,W,Female
72000,W,Male
10600,W,Female
80000,W,Male
8000,W,Male
24000,W,Female
41000,W,Male
24000,W,Female
40000,W,Female
3500,W,Female
20000,W,Female
10600,W,Female
37000,W,Male
7000,W,Female
76000,W,Male
10000,Native Am.,Female
57000,Native Am.,Female
120000,W,Male
33000,W,Female
73600,W,Female
65000,W,Male
80000,W,Female
17900,W,Female
36000,W,Male
60000,W,Female
44300,W,Female
50000,W,Male
55000,W,Female
30000,W,Female
15800,W,Male
25700,W,Male
5500,W,Male
46000,W,Female
41000,B/AA,Female
15000,Multi,Male
49000,W,Female
186000,A/P,Male
121200,A/P,Female
187000,W,Male
337300,W,Male
140000,W,Male
65000,W,Male
78000,W,Male
91000,W,Female
32000,W,Female
10000,W,Female
88400,W,Male
100000,W,Male
45000,W,Female
155000,W,Male
20000,W,Male
10500,W,Female
114000,W,Male
27000,W,Female
35000,W,Female
40000,W,Female
48000,Multi,Male
65000,W,Male
135000,W,Female
38000,B/AA,Female
43000,W,Female
18000,W,Male
53000,W,Female
57000,W,Male
200000,W,Male
40000,W,Female
14400,W,Female
25000,W,Male
27400,W,Female
60000,W,Male
95000,W,Male
57000,Multi,Female
33000,W,Female
31000,B/AA,Male
70000,W,Male
100000,W,Male
10000,W,Female
65000,W,Male
40000,B/AA,Female
100000,W,Male
7380,W,Male
20000,Multi,Female
50000,W,Male
73500,W,Male
32000,W,Male
36500,W,Male
65000,B/AA,Female
42800,W,Male
40000,W,Male
43000,B/AA,Male
79000,W,Male
120000,W,Male
5000,W,Female
3000,W,Female
57000,W,Male
40000,W,Female
64000,W,Male
29000,W,Male
16000,W,Female
75000,A/P,Female
33000,W,Female
68000,Multi,Female
30000,W,Female
58000,W,Male
81000,W,Female
30000,Multi,Female
48000,W,Male
77000,W,Female
33800,A/P,Female
43000,W,Male
30000,W,Male
30800,W,Female
32000,W,Female
75000,W,Male
35000,W,Female
90000,W,Female
19000,W,Male
18000,W,Male
35000,W,Female
60000,W,Female
46000,W,Female
60000,B/AA,Male
28000,W,Female
87000,W,Male
20000,W,Male
26200,W,Male
155000,W,Male
75000,W,Male
48000,W,Male
60000,W,Female
90000,W,Male
26000,W,Male
50000,W,Female
40000,Multi,Male
80000,W,Female
10600,B/AA,Female
51000,W,Female
95000,A/P,Female
26000,W,Male
35000,W,Male
43000,W,Male
35000,W,Female
65000,W,Male
28000,W,Female
33000,W,Female
70000,W,Male
63000,W,Male
28000,B/AA,Female
60000,W,Female
70000,W,Male
50000,W,Male
35000,W,Male
150000,W,Male
20200,B/AA,Male
31800,W,Male
10400,B/AA,Female
50000,W,Male
100000,W,Male
20000,B/AA,Female
25000,W,Female
150000,W,Female
8000,W,Female
65000,W,Female
75000,B/AA,Female
40000,W,Male
220000,A/P,Male
26000,W,Male
35000,W,Female
27000,W,Female
29800,W,Male
30580,A/P,Male
53000,W,Female
120000,W,Male
45000,W,Female
75000,W,Male
10000,W,Male
5200,W,Male
35000,W,Female
98000,W,Male
40000,W,Female
33000,W,Male
40000,W,Female
50000,W,Female
287400,W,Female
211000,W,Male
42000,W,Male
100000,B/AA,Female
35000,W,Female
60000,W,Male
33000,W,Male
40000,W,Male
37000,W,Male
2000,B/AA,Female
10000,W,Female
19000,W,Female
100000,A/P,Male
80000,W,Female
38000,W,Female
5000,A/P,Female
17000,B/AA,Female
35000,W,Female
70000,W,Female
80000,W,Male
105000,B/AA,Male
46000,W,Female
75000,W,Female
15000,W,Female
18710,W,Male
44200,W,Male
130000,W,Female
21000,B/AA,Female
100000,W,Male
20000,W,Female
43000,W,Female
30500,W,Female
16500,W,Male
30000,W,Male
115000,W,Male
40000,B/AA,Male
20000,W,Female
99000,W,Male
59000,W,Female
10000,B/AA,Male
58000,W,Female
80000,W,Male
58000,W,Male
35000,W,Female
40000,B/AA,Female
70000,W,Male
32000,W,Male
41600,A/P,Female
105000,W,Male
103200,W,Male
60000,W,Male
48000,W,Male
40000,B/AA,Male
19000,B/AA,Female
100000,W,Male
81000,W,Female
41000,W,Male
20000,A/P,Female
18000,W,Male
59100,W,Female
45000,W,Female
76000,W,Male
95000,W,Female
90000,W,Male
50000,W,Male
45000,W,Male
68000,W,Female
184000,W,Male
30000,W,Female
55000,W,Female
80000,W,Male
40000,A/P,Male
69600,W,Female
132000,W,Female
27000,W,Male
10000,B/AA,Female
80000,W,Male
32000,W,Male
20000,W,Female
20000,A/P,Male
45000,W,Female
34000,A/P,Male
28700,W,Male
90000,W,Male
133000,W,Female
16200,W,Female
40000,W,Female
25000,W,Female
60000,W,Female
101250,W,Female
9600,W,Male
250000,W,Male
115000,W,Male
52240,W,Female
24800,B/AA,Male
50000,B/AA,Male
30000,W,Female
45000,W,Female
40600,W,Female
66000,W,Male
63100,W,Male
4800,W,Female
10000,W,Female
56000,W,Male
72000,W,Female
150000,W,Female
286000,W,Male
130000,W,Male
120000,W,Male
56000,W,Female
58000,B/AA,Female
40000,W,Male
248400,A/P,Male
44000,B/AA,Male
70000,W,Female
40000,A/P,Female
57000,W,Male
11000,W,Male
53000,B/AA,Male
29800,A/P,Female
47000,W,Female
44100,W,Male
30000,W,Female
37510,W,Male
40000,B/AA,Female
74000,W,Female
61400,W,Female
35060,W,Female
140000,W,Female
90500,B/AA,Female
43000,W,Female
53000,W,Male
55000,A/P,Male
80000,A/P,Female
44500,W,Male
543000,A/P,Female
100000,W,Male
800,W,Female
2000,W,Female
920,W,Male
40000,W,Female
89000,W,Male
75000,W,Female
50000,W,Male
20100,W,Female
80000,W,Male
90000,W,Male
200800,A/P,Male
111000,A/P,Male
60000,W,Female
199000,A/P,Male
24000,W,Female
1000,W,Female
5400,W,Male
27300,W,Female
54600,W,Female
62000,B/AA,Female
45000,W,Male
57000,W,Female
30000,B/AA,Male
17500,W,Female
60000,W,Female
50000,W,Male
48000,W,Male
40000,W,Female
33400,W,Male
50000,W,Male
113000,W,Male
33800,W,Male
45000,W,Male
200000,W,Male
60000,A/P,Female
57000,W,Female
12000,W,Male
20000,W,Female
54000,W,Male
4500,W,Female
24300,W,Female
40000,W,Female
110000,W,Male
38500,W,Male
160000,W,Male
100050,W,Female
32000,W,Female
250000,W,Male
120000,W,Male
53000,W,Female
45000,W,Male
75000,A/P,Male
100000,W,Male
19300,W,Female
47000,W,Male
110000,W,Male
20600,W,Female
70000,B/AA,Male
80000,W,Female
52000,W,Male
100000,W,Female
10000,W,Male
45000,W,Male
20000,W,Female
30000,W,Male
60000,W,Male
33900,W,Male
62000,W,Male
88300,W,Male
25100,W,Male
52000,W,Female
543000,W,Male
90800,W,Male
50000,W,Male
134810,W,Female
140000,W,Male
80000,W,Male
29000,W,Female
85000,W,Male
4200,W,Male
50000,W,Male
20000,W,Female
75000,A/P,Male
16500,W,Female
15000,W,Female
25000,W,Male
74000,W,Male
18500,W,Female
150000,A/P,Male
18000,B/AA,Female
80000,W,Female
90000,W,Male
66700,W,Female
25000,W,Male
100000,W,Male
70000,W,Female
30000,W,Female
95000,W,Female
80000,W,Male
72000,W,Male
21000,A/P,Female
99000,W,Male
14000,W,Male
130000,W,Male
85000,Multi,Female
18000,W,Male
31000,W,Female
25000,W,Female
60000,W,Female
140000,W,Male
36000,W,Female
34000,W,Male
60000,W,Female
58000,W,Male
60000,W,Male
10300,W,Male
30120,W,Male
38000,W,Male
40000,W,Male
66000,W,Female
78040,W,Female
13300,W,Female
40000,W,Female
5000,B/AA,Male
40000,W,Female
28000,W,Female
78000,W,Male
32000,W,Female
50000,W,Male
56000,W,Female
7000,W,Female
54000,W,Female
80000,W,Male
91000,W,Male
35000,W,Female
90000,W,Female
50000,W,Female
10,W,Male
110000,W,Male
75000,W,Male
44000,W,Female
43600,W,Female
25000,W,Male
70000,W,Male
10000,W,Female
74000,W,Male
13000,W,Female
38000,W,Female
54000,W,Female
24000,A/P,Male
24000,W,Male
47700,W,Male
36700,W,Female
50000,W,Male
40000,W,Female
70000,B/AA,Female
45000,W,Male
15000,W,Male
52000,W,Female
12000,W,Male
80000,W,Male
30000,B/AA,Male
50000,W,Male
68600,W,Female
151000,W,Male
72040,W,Female
116000,W,Male
68000,W,Male
30000,W,Male
35000,W,Female
65000,B/AA,Male
40700,W,Male
33300,W,Female
45000,W,Female
22000,W,Male
46000,W,Male
36000,W,Female
2250,W,Female
5600,W,Male
89000,W,Male
70000,W,Male
413000,W,Male
20000,B/AA,Male
80000,B/AA,Male
49000,W,Female
49000,W,Male
100600,W,Male
63000,W,Male
57000,W,Male
32000,W,Female
37000,W,Male
78600,W,Male
75000,W,Male
11000,W,Female
115000,W,Male
60000,W,Male
140000,W,Male
45000,W,Female
145000,W,Male
75000,W,Female
71380,W,Male
35000,W,Male
66000,W,Male
28000,W,Female
200000,W,Male
24000,W,Male
60000,W,Female
10000,W,Female
38000,Multi,Female
14000,W,Female
63000,W,Female
45000,W,Male
74000,W,Female
47800,W,Male
70000,W,Male
90000,W,Male
70000,W,Male
18000,W,Female
68400,W,Male
92000,W,Female
60000,W,Male
66000,W,Female
38000,W,Male
30000,W,Female
65040,W,Male
78000,W,Female
38600,W,Female
20000,W,Male
7000,W,Female
14200,W,Female
28800,W,Male
90000,W,Male
12000,W,Male
124300,W,Male
32000,W,Female
28620,W,Female
80640,W,Male
156000,W,Male
40000,W,Female
39000,W,Female
20000,W,Female
129000,A/P,Male
80000,W,Male
30000,B/AA,Male
84000,W,Male
50000,W,Female
49000,W,Female
40000,W,Male
220000,W,Female
5860,W,Male
112000,W,Male
39000,W,Male
14000,W,Female
100000,W,Male
28800,W,Female
70000,W,Female
15800,B/AA,Male
58000,W,Male
10200,W,Male
140000,W,Male
20000,W,Female
120000,W,Male
210000,W,Male
52500,W,Male
37000,W,Female
9600,W,Female
250000,W,Female
85000,W,Female
25000,W,Female
60000,W,Male
20000,W,Male
52060,W,Male
70000,W,Female
37900,W,Female
50100,W,Female
255000,W,Male
28000,W,Female
55000,W,Male
36000,W,Female
34000,W,Female
30000,W,Female
32000,W,Female
32200,W,Female
419000,A/P,Male
32600,B/AA,Female
78000,W,Male
46900,W,Female
34000,W,Female
49000,W,Male
35000,W,Male
28000,W,Female
34000,W,Male
32000,W,Female
37000,W,Female
25200,W,Female
1000,B/AA,Male
20700,W,Female
48000,W,Female
50000,W,Male
46000,W,Male
95000,W,Male
100000,W,Male
15000,W,Female
16800,W,Male
75000,W,Male
34000,W,Male
8000,W,Female
55000,W,Male
130000,W,Male
34000,W,Male
27000,W,Female
200000,W,Male
17700,W,Female
52000,W,Male
95000,W,Male
50000,W,Male
50000,W,Male
33000,W,Female
72000,W,Female
10000,W,Female
55000,A/P,Male
21000,W,Female
62000,W,Male
19800,W,Female
16000,W,Male
75000,W,Female
40000,W,Female
60000,W,Male
27000,W,Female
34000,W,Male
115000,W,Male
30000,W,Female
13000,W,Female
75550,W,Male
183600,W,Female
20000,W,Male
30000,W,Female
32000,W,Male
60000,W,Male
36020,W,Female
40000,W,Female
33000,W,Male
38000,W,Male
48000,W,Male
50000,W,Male
73000,W,Male
59800,W,Male
57000,W,Female
75000,W,Male
14000,W,Female
21000,W,Female
100000,W,Female
40000,W,Male
47000,W,Male
30000,W,Female
27500,W,Male
36500,W,Male
26000,W,Female
274200,W,Male
80000,W,Female
110000,W,Male
29000,W,Female
17000,W,Male
72000,W,Male
75000,W,Male
35000,W,Female
27500,W,Female
45700,W,Female
39400,W,Male
70000,W,Male
50000,W,Male
37000,W,Female
45000,W,Male
25000,W,Female
55000,W,Male
50000,W,Female
40000,W,Male
74000,W,Female
70000,W,Male
20200,W,Female
45030,W,Male
14000,W,Female
60000,W,Male
100000,W,Male
1600,B/AA,Male
31300,W,Female
29000,W,Female
90000,W,Male
55000,W,Female
35000,W,Female
43300,W,Male
54000,W,Male
55000,W,Male
102000,W,Male
59000,W,Female
85000,W,Male
98500,W,Male
55000,W,Female
44000,W,Male
30000,W,Male
133500,W,Male
5300,B/AA,Female
51000,W,Male
30900,W,Male
35400,W,Male
43300,W,Male
24000,B/AA,Male
24000,W,Male
30000,W,Male
80000,W,Female
39000,A/P,Female
25500,W,Female
75000,W,Male
8400,B/AA,Female
21400,Multi,Female
26800,W,Male
46000,W,Female
40000,W,Female
52000,Multi,Male
110000,B/AA,Male
66020,W,Male
39000,W,Male
97100,W,Male
57000,W,Male
49000,W,Male
30000,W,Female
46010,W,Male
52000,B/AA,Female
68000,W,Male
77000,Native Am.,Female
70000,W,Male
